word,spam,ham 
nearly,8,17
ordinary,6,8
procedure,14,36
auto negotiation,1,0
commentator,4,0
patent,7,19
troll,1,1
realign,1,1
incentive,2,13
liquid,13,2
hamilton,1,0
expounded,1,0
doctrine,3,0
federalist,1,0
postmodern,1,0
subverted,1,0
serious,17,18
debate,5,11
playfulness,1,0
ability,18,57
assign,2,6
ownership,10,12
liquidity,1,0
property,70,29
census,27,4
object,39,49
architectural,4,2
pride,7,0
incorporated,8,0
garden,17,7
ornamental,1,0
consists,2,2
transparent,2,4
celluloid,1,0
acetate,1,0
polyester,1,0
coated,2,0
emulsion,1,0
sensitive,34,7
chemical,5,3
novocain,1,0
swedish,5,1
actress,4,0
singer,5,5
reflecting,1,2
vibrant,7,0
plethora,1,1
jewish,14,1
religious,18,21
educational,10,2
synagogue,3,0
parochial,1,0
newspaper,15,11
recognized,23,3
ascendant,1,1
entertainment,17,21
mayor,7,1
toque,4,0
brainard,3,0
normandy,2,0
modernization,1,0
authorized,4,3
biography,6,1
carlotta,1,0
david,49,50
rayner,1,0
allen,2,8
published,28,19
cricket,13,1
jubilee,1,0
literary,4,3
award,23,20
mennonite,2,0
harold,2,2
bender,1,0
sulzberger,1,0
spoke,2,4
peacemaking,1,0
emerald,2,0
paintbrush,1,0
highlight,21,15
alleged,4,3
green washing,1,0
campaign,14,9
channel,28,41
pending,3,6
yaroslavl,1,0
lebensraum,2,1
nomads,1,0
appointed,5,2
borough,10,0
scored,3,5
match,11,35
yorkshire,2,4
champion,8,3
generally,12,19
taxpayer,2,9
regulation,11,18
botanical,89,0
nomenclature,1,0
revenue,26,9
cutter,2,3
ushers,1,0
ancestor,6,2
flight,10,15
departure,4,2
modifying,1,5
suit,2,11
condition,17,12
evacuated,2,0
severe,6,0
flooding,1,1
pictured,7,1
anatolia,1,0
bely,1,0
jailed,1,8
stanislavsky,1,0
baryshnikov,1,0
prison,3,10
warden,1,6
festival,8,1
gregorio,1,3
sieglinda,1,0
engaged,7,3
banned,7,1
drug,45,15
allergic,2,0
nazis,1,1
monkeyshine,1,0
casino,14,5
ski,5,1
ruin,6,3
drink,8,9
commissioning,1,0
negotiate,4,1
intellectual,4,9
royalty,2,4
reveal,2,4
cobalt,1,0
compound,3,0
presented,13,8
reform,8,4
poverty,5,13
racial,4,5
injustice,1,0
follow,69,28
shadow gate,1,0
maniac,1,0
mansion,2,0
adventure,3,13
polish,9,4
cosmopolitanism,1,0
re,7,20
zanied,1,0
sentence,5,13
claque,1,0
beer,3,16
star,33,22
comfortable,7,8
contemporary,3,2
louis,12,0
missouri,10,1
served,13,1
representative,18,4
defensive,2,1
fort,10,4
citadel,2,0
france,40,31
piano,2,0
rondo,1,0
brilliant,1,3
continuous,1,1
accumulated,1,0
surviving,4,1
lyric,4,2
poetry,6,2
degum,1,0
phews,1,0
hilario,1,1
multimedia,8,38
foundation,14,19
combatant,2,8
marksman,2,0
firearm,4,0
arranged,3,2
gentleman,3,2
coincide,2,0
fiftieth,1,0
birthday,2,2
celebrated,3,0
scoring,2,8
handicapped,2,1
lameness,1,0
injured,4,0
specie,29,4
distinct,7,0
beaver,1,0
wally,2,1
bathroom,2,3
adjoining,1,0
bedroom,10,0
fourth,8,6
ecumenical,1,0
chalcedony,1,0
patriarch,1,0
constantinople,3,0
presiding,2,1
bishop,9,1
affirmed,2,0
jesus,3,6
truly,8,10
god,27,19
mixture,6,2
contrary,22,5
monophonic,1,0
japan,22,7
clergy,4,2
vegetarianism,1,0
typically,11,12
meat,4,2
hampshire,10,0
muss,1,1
sociology,1,0
anthropology,2,0
republic,37,5
industrial,38,10
sector,13,21
textile,2,11
manufactured,3,1
sister,12,4
exchange,17,19
oversaw,1,1
historic,16,1
preservation,11,0
fund,73,19
metropolitan,18,1
shire,2,1
politician,8,2
phase,5,6
sweden,20,1
decrease,9,2
nuclear,5,10
billion,48,24
dollar,150,19
renewable,1,2
efficiency,2,7
assortment,1,1
naval,11,2
withdrawn,1,0
southern,22,7
afghanistan,4,2
early,44,38
remained,14,5
afghan,2,1
cardinal ate,1,0
sourceless,3,0
electrical,5,8
resistivity,1,0
contrast,5,7
surrounding,5,5
soil,3,1
detected,1,18
mapped,2,1
puerto,6,0
rico,10,1
latitude,4,2
parallel,5,12
trace,6,12
concentric,1,1
surface,13,6
equator,3,0
previous,25,29
cataclysmic,1,0
heavily,7,2
promoted,4,1
harshly,1,0
reviewed,2,5
unexpected,2,2
praised,1,0
extreme,26,5
reaction,7,5
considerable,3,5
equivalent,7,19
baned,1,0
applied,15,21
study,33,12
discipline,5,1
topography,2,0
relief,3,0
broader,1,7
terrain,2,1
literature,22,5
essentially,1,11
pluralistic,1,0
collective,2,3
appreciation,9,0
instructional,4,2
lecture,1,1
bicycle,2,0
chronology,1,3
lank an,1,0
combat,3,2
tamil,3,0
constitution,17,5
enfranchise,2,0
citizen,26,18
residing,3,1
widely,24,8
enlisted,2,0
seaman,2,0
recruit,4,0
petty,1,0
uniform,6,1
blue,12,35
white,41,42
taylor,3,8
compton,2,0
laboratory,5,3
mit,12,12
livestock,2,2
cattle,3,0
lesser,8,10
pig,18,10
autobiography,3,3
practical,7,11
ensured,2,2
water,48,17
supply,27,18
fresh,8,9
humanistic,1,0
psychology,3,2
abridgment,1,0
openly,4,2
addressed,2,6
neither,10,17
engraving,2,2
fine,17,95
timothy,2,1
roof,9,1
derek,1,2
crawly,2,0
latitudinarian,2,0
closely,8,10
mowed,1,0
turf,2,2
generate,27,18
bubble,4,6
logo,10,12
manager,30,66
roy,2,1
rain,4,3
raiding,1,0
attacked,5,1
zhengzhou,3,0
robe,2,1
chain,3,10
mace,2,0
glorify,1,1
serve,16,4
reg,40,17
advertisement,34,14
ticket,12,19
never fail,0,12
continuity,3,5
sponsor,6,36
rubens,0,4
barricade,0,4
ferrari,0,4
hospitality,1,4
baller,1,11
fess,0,2
fud,0,2
myth,0,11
alive,0,7
assertion,1,6
markup,1,11
liberty,7,25
unveils,0,3
authentic,0,3
pure,13,19
mull,0,1
funny,2,15
unisys,0,2
twin,2,11
stream,4,22
veil,0,4
corona,1,1
ooh,2,3
remote,5,56
unit,24,22
freestyle,1,2
enterprise,10,46
landing,3,2
host,11,71
fallout,0,1
silver,26,5
shark,1,7
feeding,0,3
frenzy,2,2
plug,2,27
tablet,63,2
mira,0,1
semiconductor,1,4
dravidian,1,73
chip set,0,8
formerly,7,7
crush,1,1
fear,7,20
emerge,1,7
chop,0,3
suspends,0,2
porn,6,7
probe,2,8
exclusive firing,0,1
squad,3,2
stinking,0,2
govt,0,1
elastodynamics,0,1
sickly,0,1
peg,8,27
license,29,262
capped,0,3
dance,5,4
gig,3,16
suffers,0,2
outage,0,12
alien,2,10
abduction,0,1
suspended,3,2
sip,8,27
sorted,2,8
liquidation,0,1
censor,0,3
portal,3,6
kiss,3,6
beijing,4,2
mm mm,0,6
snout,1,1
honey pot,0,1
ant,3,7
congress,14,15
approves,1,3
cracker,1,6
sips,0,8
snitch,1,2
weeds,0,2
letter,61,28
pricked,0,1
lame,0,17
coding,8,12
anti,19,25
fret hem,0,7
worm,3,14
pose,3,3
shenanigan,0,1
bank,50,21
seal,2,2
energies,0,4
takeover,1,1
norman,4,3
conquest,1,3
nail,2,11
sweetens,0,1
mccabe,2,5
bid,1,6
spoonful,0,1
poison,2,2
flannel,1,1
resellers,0,1
told,22,45
stay,21,41
leatherettes,0,1
delivers,2,12
listened,1,4
publishing,16,15
upgrading,0,22
reinstalling,0,7
dist,4,38
reported,7,42
plasma,0,8
widget,3,14
yap,0,8
reproduced,2,2
jimmy,2,10
gen too,0,8
meaning,18,14
smile,3,3
change log,0,5
latina,2,0
sweet,56,11
honey,3,2
clothed,1,1
fucked,4,0
fuck,3,3
shown,13,13
janith,0,1
joni,0,9
cocoa,1,7
windowing,0,1
drawing,6,11
executed,8,5
windowpane,0,1
jennie,0,1
exception occurred,0,4
exception describe,0,4
assert,0,7
null,3,44
jaw,11,5
platform info,0,1
context,2,23
allot,0,3
indirect,4,10
windowless,0,3
autotransformer,0,1
transformational,0,1
bound,15,9
cg context,0,1
objectionableness,0,1
unmethodical,0,1
get name,0,1
lava,4,3
lang,1,12
methodological,0,1
char,9,15
heartstrings,0,1
context list,0,1
retrieve,3,5
initialized,0,6
hospitalized,3,2
catch,11,16
exception,6,20
printmaker,0,1
inti,1,30
picking,4,4
resistiveness,0,1
get width,0,1
get height,0,1
watercolorist,5,2
buffer,1,40
vindemiatrix,0,2
model view,0,1
confidentiality,12,2
lookalike,0,6
lookahead,0,1
disabler,0,4
lighting,9,4
glen able,0,3
cull,0,2
gracefuller,0,1
mistranslated,0,2
translated,2,6
recolor,13,1
pathname,0,3
beginner,2,6
triangle,3,1
vertex,3,3
lend,0,5
dominatrix,0,1
namedrop,0,1
flushness,0,3
swap buffers,0,2
lowest prices,1,0
flea,2,1
tick,4,0
med,17,8
forgive,2,5
murmured,1,0
charlie,1,1
cousin,2,4
answering,5,2
sorry,19,55
troubled,2,1
andy,2,4
politely,1,0
whispered,1,0
harry,3,4
succeed,14,7
bend,4,2
sucker,1,1
immediate,17,8
wealth,10,11
improving,2,4
develops,3,3
earner,2,0
earning,6,3
incredible,9,3
changing,13,45
alabama,5,1
alaska,7,2
arizona,7,3
arkansas,7,0
colorado,7,1
connecticut,9,1
delaware,8,4
columbia,16,1
hawaii,10,3
idaho,6,1
illinois,9,1
indiana,7,1
kansas,6,0
kentucky,6,4
louisiana,8,1
maine,12,1
maryland,9,2
massachusetts,9,1
michigan,9,0
minnesota,9,3
montana,4,0
nebraska,6,0
nevada,8,0
jersey,22,2
mexico,13,3
dakota,11,2
oklahoma,8,1
oregon,8,0
pennsylvania,16,3
rode,5,1
tennessee,5,1
taxes,16,2
utah,4,2
vermont,5,2
virginia,17,7
wisconsin,8,0
wyoming,4,0
desired,2,6
regarding,17,11
scuffle,0,1
paper,34,37
palladium,1,4
plausibly,0,1
titanic,0,2
oem,0,1
bandwagon,0,1
cough,0,1
quantum,9,10
crypt,0,9
technion,0,1
angus,0,1
dayton,0,1
tap,1,11
claim,44,40
arrested,5,18
shareholder,1,13
revolting,0,1
fight,10,12
investor,18,36
registry,1,8
defends,1,2
tactic,2,19
tucson,1,2
reject,2,8
break,25,47
reckons,0,1
hacker,3,14
fbi,2,6
stake,6,6
netti,0,1
detects,0,2
collectivism,0,1
spoilsport,0,1
confirms,0,1
disciplinary,0,2
forecast,2,5
extends,3,2
mineworkers,0,1
transition,5,13
reborn,0,1
chelsy,0,1
banker,6,3
motorola,1,4
chalk,1,2
profit,51,26
drought,1,3
wide screen,0,4
mica,5,11
footnotes,0,1
vulture,4,2
hatching,0,3
bouncing,0,2
configured,0,24
yesterday,1,42
gar gnome,0,2
saw fish,0,5
seemed,3,17
wobbler,0,1
toyed,0,2
meta city,0,9
gui,0,33
arched,0,1
applet,0,31
library,28,103
workspace,0,5
silently,1,2
azimuths,1,0
measure,9,5
reptilian,1,1
interspecies,1,0
boosted,1,1
coalition,3,3
iraq,9,18
admitted,4,2
gilmore,1,2
craft,3,1
pink,3,6
floyd,2,1
lyricist,1,0
bass,23,2
roger,3,6
herschel,2,1
gibbs,2,0
graeme,1,0
jacques,1,2
challis,1,0
dumpling,2,0
madison,3,0
unarmed,1,1
provisional,2,0
ira,1,2
frontier,5,4
claiming,4,6
suspicious,2,8
movement,25,4
flavors,1,0
gibraltar,7,0
ceased,2,1
philip,12,5
pattern,16,13
evident,2,1
monarchy,5,0
constitutional,6,5
law,93,59
remains,14,17
absolute,16,9
blomquist,1,0
multilateral,1,0
comparison,14,28
output,4,105
productivity,5,11
superlative,2,0
douglas,2,4
extant,1,0
snake,4,3
rodent,1,2
bat,2,1
zaporozhye,1,1
lithuanian,1,0
heathman,1,0
bohemian,3,0
igniting,1,0
ukrainian,6,0
struggle,6,4
lecturer,1,0
birmingham,6,9
programmer,12,34
nuptial,1,0
bombs,1,3
memorial,7,4
erected,3,0
wong,1,1
remnant,2,0
kowloon,2,0
kai,4,1
teak,2,1
documentaries,1,0
quasi,2,2
documentary,3,1
sensationalized,1,0
exotic,16,3
gruesome,2,1
footage,2,2
proportion,5,0
careful,2,10
detailer,1,0
returning,6,5
distinguished,3,0
ecclesiastical,2,0
moral,3,2
theology,3,7
lithuania,5,1
dramatic,10,7
soviet,20,0
record,28,67
overseas,4,2
mot tram,2,0
halt,2,1
yard,5,2
brussels,7,1
frankfurt,3,0
six hours,1,0
telephone,34,12
landlines,1,2
boloney's,1,0
songhua,1,0
visible,4,9
graphical,2,14
referred,14,6
fertilization,1,0
thereby,6,3
increased,31,5
diversity,4,1
caracul's,1,0
murdered,5,1
caravan,1,0
nisse,1,0
legendary,4,3
mammalian,2,1
universe,3,15
raquel,20,0
hot,24,21
existed,3,6
gotcha,1,0
hanson,0,6
chuck,2,9
murcia,0,4
parroting,0,4
thirty,11,3
supremacist,0,3
leftist,1,3
punk,4,6
homeys,0,3
obligated,2,4
defend,2,11
pendulum,0,4
swung,0,4
laugh,5,10
rums field,0,4
heckled,0,2
protectors,0,6
meanwhile,4,4
shutdown,2,13
rowdy,0,4
speak,6,25
vernacular,0,5
disrespectful,0,6
persistently,0,2
criminal,7,20
venue,0,4
chew,2,3
protester,1,6
anyones,0,3
misfit,2,3
understanding,4,20
interaction,1,11
constructive,2,5
regardless,4,10
immoral,0,4
evil,1,42
attn,9,0
ink,15,5
ye,14,3
yea,1,3
warranty,14,5
tarra,1,0
re manufactured,1,0
apologize,9,1
inconvenience,5,0
hedgehop,1,0
vital,1,7
farber,0,6
gaga,0,1
exec,7,29
lack,10,26
shape,14,17
titanium,0,8
supercomputing,0,2
mailman,0,12
snoop,3,1
gloomier,0,1
outlook,4,23
handset,0,3
boost,9,7
ultrasonic,0,3
slump,1,2
deeper,2,8
berliner,0,6
proposes,0,1
teamed,0,4
aimed,5,8
guaranteeing,0,1
workstation,0,27
disparate,0,1
router,0,32
solars,0,30
reaching,2,3
agreement,16,9
walk,12,20
squash,0,2
rhetoric,0,1
cancer,9,6
competitor,6,7
emergence,0,2
acknowledged,3,2
played,13,17
oracle,1,43
iteration,0,1
aka,4,9
rolling,8,5
garner,0,4
jumping,0,6
anointed,0,1
successor,3,2
modulation,2,1
throughput,0,2
predecessor,5,3
prime,14,4
rainbow,4,4
spread,9,10
brace,1,14
wreaked,0,1
havoc,1,3
robust,2,5
bode,1,1
anti virus,5,8
prepare,9,4
threat,6,10
recommends,2,8
hears,0,4
roar,0,2
heralded,2,1
arrival,6,2
named,13,25
inch,11,19
tools,0,1
iona,0,2
barry,1,10
morris,9,6
unresolved,0,2
remedy,11,9
shield,38,2
integration,5,15
securing,1,3
richard,7,20
spell man,0,2
commentary,26,11
downloads,3,67
gather,0,5
conduct,1,2
trace route,0,5
finger,4,18
whoas,0,1
extensive,6,9
handy,2,15
clause,1,3
alarm,1,16
wary,0,1
spot,6,27
dotted,1,2
crucial,3,6
monitor,12,107
porsche,0,4
afford,8,8
samson,0,13
designer,19,12
sync master,0,10
sleek,0,6
lcd,2,16
multi sync,0,2
envision,0,2
clearance,8,3
requirement,17,48
ripper,18,0
wonder share,14,0
pack,57,15
powerful,41,18
bundle,4,6
converter,6,3
creator,6,8
disc,16,29
designed,62,49
playback,5,14
sideshows,5,0
crop,6,43
black,64,30
trim,5,5
clip,12,5
anon,2,3
you tube,4,3
integrated,7,13
tunes,3,0
renaming,3,1
editing,5,19
trimming,3,2
cropping,2,0
adjust,4,11
brightness,2,10
saturation,2,3
customizable,4,9
valid,17,20
simulate,2,4
eden,4,0
prairie,5,2
vista,3,1
rom,24,21
volatile,1,27
clam av,0,27
jason,2,19
kolyma,2,1
production,43,41
admit,1,10
gaining,2,4
reverse,56,10
progression,1,1
shunter,0,1
harmed,0,1
root kit,0,1
concentrate,5,5
trikes,0,1
mats,1,2
ashlar,0,1
fantasia,0,1
varnisher,0,1
adrenal,0,1
chem,6,2
thermostat,1,1
reclamation,0,1
pouts,0,1
essential,6,15
temporary,2,17
safety,20,10
deserve,5,19
benjamin,0,6
franklin,2,7
alas,1,91
kernel once,0,1
chesty,0,1
rpm build,0,11
rebuild,2,27
alibi,0,3
lire,2,4
libido,4,25
zoologist,0,2
freshness,0,32
blending,0,2
recompiling,0,11
every time,1,1
yup,1,8
rebuilt,2,4
avoiding,0,5
none what,0,1
dancing,3,4
accessing,6,10
respond,20,13
unmonitored,1,0
semaphore,0,9
tricky,1,6
direction,13,16
involved,31,23
encountered,2,8
sh,14,42
screen,8,107
synchronization,0,7
semolina,0,4
introduce,13,6
sloop,0,2
implementation,3,26
no wait,0,2
err no,0,1
again,0,1
recalling,0,2
toilet,0,4
creates,5,8
pointer,0,28
reds,0,3
colin,1,8
nevin,0,2
kingwood,1,0
vol,11,12
nev,1,3
books,5,9
powerboat,1,2
rumored,0,3
cooler,3,2
secondhand,0,2
thoroughly,2,7
does work,0,2
frankly,2,8
drawback,1,2
rachel,3,4
rote,1,3
amazed,4,6
barbara,1,12
babble,0,6
almighty,1,2
cock,1,2
amazon,5,6
dos,1,4
quicker,4,4
comeback,0,2
chocolate,1,12
macadamize,0,1
wafer,0,1
ginger,3,3
snap,1,8
russell,2,13
turnip,0,11
saturday,9,20
harley,1,8
heterosexual,1,1
promiscuity,0,3
precisely,3,13
identical,10,7
approximately,18,4
equal,8,9
obscures,0,1
mode,4,74
companionship,2,3
promiscuous,0,2
broadest,0,3
motif,0,2
behavior,12,51
languor,0,3
monkey,4,24
dominant,6,6
kill,2,33
seek,15,18
harem,0,1
cozying,0,1
strategy,19,19
dethroned,0,1
rival,3,9
mating,2,1
offspring,0,4
infanticide,2,1
roost,0,1
joyously,0,1
coupling,1,1
mod,0,20
toy,3,13
orleans,4,5
messenger,2,25
ralph,1,1
cheaper,7,10
prescription,30,2
face book,25,3
palo,9,1
footprint,2,5
endowed,3,1
equipped,7,2
ache,8,1
flex belt,1,0
tone,6,1
stomach,6,0
exercise,16,5
antarctic,17,1
burning,31,10
unprecedented,12,2
sunlight,20,0
climate,55,5
whale,30,4
peninsula,17,0
responsibility,21,5
excess,25,3
accelerating,15,2
heat,65,5
gargantuan,25,0
covering,19,1
gas,50,18
shocked,20,2
carbon,37,10
greenland,29,0
happening,10,19
dioxide,10,3
scientist,17,11
atmospheric,30,2
alarmed,20,0
researcher,20,7
absorb,26,0
solar,27,5
slowly,11,12
factory,9,3
greenhouse,25,8
trap,32,5
volcano,21,0
studying,21,2
sheet,25,13
vehicle,31,8
occurring,6,5
antarctica,23,0
blubber,20,0
feared,11,3
burned,14,10
gasoline,17,2
revolution,15,7
melt,5,0
institutions,5,0
attachment,17,21
started citation,5,0
desert,22,5
resort,19,1
makeup,50,1
my page,15,0
bot,27,1
predicted,25,2
employee,39,16
fragrance,25,0
stripe,74,6
debbie,25,0
plastic,55,16
tripoli,25,0
regulator,26,0
pound,42,5
correspond,25,1
www,27,37
small text,40,0
inter,27,7
vandal,26,6
invasion,30,1
mileage,25,5
finance,37,7
imagination,31,2
appliance,22,1
cognitive,10,0
bread,12,2
